lemma	grouping	nodes	nodes1	nodes2	cluster_freq_dist	cluster_freq_dist1	cluster_freq_dist2	cluster_prob_dist	cluster_prob_dist1	cluster_prob_dist2	change_binary	change_binary_gain	change_binary_loss	change_graded	k1	n1	k2	n2
donkey_nn	1_2	200	100	100	[195, 1, 1]	[97, 1, 0]	[98, 0, 1]	[0.99, 0.005, 0.005]	[0.99, 0.01, 0.0]	[0.99, 0.0, 0.01]	0	0	0	0.1007598521	1	5	1	5
edge_nn	1_2	200	100	100	[159, 8, 6, 6, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1]	[88, 0, 2, 0, 2, 3, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[71, 8, 4, 6, 1, 0, 2, 1, 0, 0, 0, 1, 1, 1, 1]	[0.807, 0.041, 0.03, 0.03, 0.015, 0.015, 0.015, 0.01, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.88, 0.0, 0.02, 0.0, 0.02, 0.03, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0]	[0.732, 0.082, 0.041, 0.062, 0.01, 0.0, 0.021, 0.01, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01]	1	1	0	0.3645569578	1	5	1	5
face_nn	1_2	200	100	100	[184, 9, 1, 1, 1, 1, 1, 1]	[95, 3, 1, 1, 0, 0, 0, 0]	[89, 6, 0, 0, 1, 1, 1, 1]	[0.925, 0.045, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.95, 0.03, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0]	[0.899, 0.061, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01]	0	0	0	0.1857763137	1	5	1	5
fiction_nn	1_2	200	100	100	[193, 1, 1, 1]	[95, 1, 1, 1]	[98, 0, 0, 0]	[0.985, 0.005, 0.005, 0.005]	[0.969, 0.01, 0.01, 0.01]	[1.0, 0.0, 0.0, 0.0]	0	0	0	0.1244096123	1	5	1	5
gas_nn	1_2	200	100	100	[184, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[97, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	[87, 4, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1]	[0.925, 0.02, 0.01, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.98, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.87, 0.04, 0.02, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]	0	0	0	0.2783037792	1	5	1	5
graft_nn	1_2	200	100	100	[139, 52, 1, 1, 1, 1]	[96, 1, 1, 0, 0, 0]	[43, 51, 0, 1, 1, 1]	[0.713, 0.267, 0.005, 0.005, 0.005, 0.005]	[0.98, 0.01, 0.01, 0.0, 0.0, 0.0]	[0.443, 0.526, 0.0, 0.01, 0.01, 0.01]	1	1	0	0.5717010642	1	5	1	5
grain_nn	1_2	200	100	100	[134, 16, 12, 5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[66, 13, 7, 3, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[68, 3, 5, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.673, 0.08, 0.06, 0.025, 0.015, 0.01, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.667, 0.131, 0.071, 0.03, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.68, 0.03, 0.05, 0.02, 0.03, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]	0	0	0	0.432863205	1	5	1	5
head_nn	1_2	200	100	100	[161, 16, 10, 3, 2, 2, 2, 1, 1, 1]	[77, 6, 9, 2, 2, 2, 1, 0, 0, 0]	[84, 10, 1, 1, 0, 0, 1, 1, 1, 1]	[0.809, 0.08, 0.05, 0.015, 0.01, 0.01, 0.01, 0.005, 0.005, 0.005]	[0.778, 0.061, 0.091, 0.02, 0.02, 0.02, 0.01, 0.0, 0.0, 0.0]	[0.84, 0.1, 0.01, 0.01, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01]	1	0	1	0.2603654807	1	5	1	5
heel_nn	1_2	200	100	100	[138, 12, 7, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[82, 6, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[56, 6, 6, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.742, 0.065, 0.038, 0.011, 0.011, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.854, 0.062, 0.01, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.622, 0.067, 0.067, 0.022, 0.022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011]	1	1	0	0.4341047709	1	5	1	5
include_vb	1_2	200	100	100	[199, 1]	[100, 0]	[99, 1]	[0.995, 0.005]	[1.0, 0.0]	[0.99, 0.01]	0	0	0	0.070838721	1	5	1	5
land_nn	1_2	200	100	100	[169, 12, 3, 1, 1, 1, 1]	[90, 3, 0, 1, 1, 0, 0]	[79, 9, 3, 0, 0, 1, 1]	[0.899, 0.064, 0.016, 0.005, 0.005, 0.005, 0.005]	[0.947, 0.032, 0.0, 0.011, 0.011, 0.0, 0.0]	[0.849, 0.097, 0.032, 0.0, 0.0, 0.011, 0.011]	0	0	0	0.2277106706	1	5	1	5
lane_nn	1_2	200	100	100	[165, 1, 1, 1]	[83, 1, 1, 1]	[82, 0, 0, 0]	[0.982, 0.006, 0.006, 0.006]	[0.965, 0.012, 0.012, 0.012]	[1.0, 0.0, 0.0, 0.0]	0	0	0	0.1329105525	1	5	1	5
lass_nn	1_2	200	100	100	[172, 5, 1, 1, 1, 1]	[94, 0, 0, 0, 0, 0]	[78, 5, 1, 1, 1, 1]	[0.95, 0.028, 0.006, 0.006, 0.006, 0.006]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.897, 0.057, 0.011, 0.011, 0.011, 0.011]	1	1	0	0.2318626707	1	5	1	5
maxim_nn	1_2	200	100	100	[160, 1, 1, 1]	[97, 0, 0, 0]	[63, 1, 1, 1]	[0.982, 0.006, 0.006, 0.006]	[1.0, 0.0, 0.0, 0.0]	[0.955, 0.015, 0.015, 0.015]	0	0	0	0.1520150289	1	5	1	5
multitude_nn	1_2	200	100	100	[196, 2, 1, 1]	[100, 0, 0, 0]	[96, 2, 1, 1]	[0.98, 0.01, 0.005, 0.005]	[1.0, 0.0, 0.0, 0.0]	[0.96, 0.02, 0.01, 0.01]	0	0	0	0.1424585835	1	5	1	5
ounce_nn	1_2	200	100	100	[196, 1, 1, 1]	[97, 1, 1, 0]	[99, 0, 0, 1]	[0.985, 0.005, 0.005, 0.005]	[0.98, 0.01, 0.01, 0.0]	[0.99, 0.0, 0.0, 0.01]	0	0	0	0.1229636843	1	5	1	5
part_nn	1_2	200	100	100	[152, 20, 7, 6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[75, 10, 2, 4, 1, 2, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]	[77, 10, 5, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1]	[0.76, 0.1, 0.035, 0.03, 0.01, 0.01, 0.01, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.75, 0.1, 0.02, 0.04, 0.01, 0.02, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0]	[0.77, 0.1, 0.05, 0.02, 0.01, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01]	0	0	0	0.2689550557	1	5	1	5
pick_vb	1_2	200	100	100	[95, 24, 23, 12, 7, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[41, 18, 9, 9, 4, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[54, 6, 14, 3, 3, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.475, 0.12, 0.115, 0.06, 0.035, 0.015, 0.015, 0.01, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.41, 0.18, 0.09, 0.09, 0.04, 0.02, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.54, 0.06, 0.14, 0.03, 0.03, 0.01, 0.03, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]	0	0	0	0.4648663599	1	5	1	5
pin_vb	1_2	200	100	100	[156, 24, 7, 1, 1, 1, 1, 1, 1, 1]	[85, 7, 3, 1, 0, 0, 0, 0, 0, 0]	[71, 17, 4, 0, 1, 1, 1, 1, 1, 1]	[0.804, 0.124, 0.036, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.885, 0.073, 0.031, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.724, 0.173, 0.041, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]	0	0	0	0.2394438117	1	5	1	5
plane_nn	1_2	200	100	100	[89, 66, 16, 11, 6, 5, 4, 1, 1]	[0, 64, 15, 10, 2, 4, 4, 0, 0]	[89, 2, 1, 1, 4, 1, 0, 1, 1]	[0.447, 0.332, 0.08, 0.055, 0.03, 0.025, 0.02, 0.005, 0.005]	[0.0, 0.646, 0.152, 0.101, 0.02, 0.04, 0.04, 0.0, 0.0]	[0.89, 0.02, 0.01, 0.01, 0.04, 0.01, 0.0, 0.01, 0.01]	1	1	1	0.9154730339	1	5	1	5
player_nn	1_2	200	100	100	[156, 7, 7, 5, 3, 1, 1, 1, 1, 1, 1]	[77, 6, 0, 1, 2, 1, 1, 0, 0, 0, 0]	[79, 1, 7, 4, 1, 0, 0, 1, 1, 1, 1]	[0.848, 0.038, 0.038, 0.027, 0.016, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.875, 0.068, 0.0, 0.011, 0.023, 0.011, 0.011, 0.0, 0.0, 0.0, 0.0]	[0.823, 0.01, 0.073, 0.042, 0.01, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01]	1	1	1	0.3077040091	1	5	1	5
prop_nn	1_2	200	100	100	[53, 53, 34, 12, 5, 2, 2, 2, 1, 1, 1, 1, 1]	[39, 39, 2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0]	[14, 14, 32, 11, 4, 0, 2, 2, 0, 0, 0, 1, 1]	[0.315, 0.315, 0.202, 0.071, 0.03, 0.012, 0.012, 0.012, 0.006, 0.006, 0.006, 0.006, 0.006]	[0.448, 0.448, 0.023, 0.011, 0.011, 0.023, 0.0, 0.0, 0.011, 0.011, 0.011, 0.0, 0.0]	[0.173, 0.173, 0.395, 0.136, 0.049, 0.0, 0.025, 0.025, 0.0, 0.0, 0.0, 0.012, 0.012]	1	1	0	0.5962665796	1	5	1	5
quilt_nn	1_2	200	100	100	[197, 3]	[100, 0]	[97, 3]	[0.985, 0.015]	[1.0, 0.0]	[0.97, 0.03]	0	0	0	0.1231453661	1	5	1	5
rag_nn	1_2	200	100	100	[156, 9, 6, 5, 2, 1, 1, 1, 1, 1, 1, 1]	[84, 7, 2, 2, 0, 1, 1, 1, 0, 0, 0, 0]	[72, 2, 4, 3, 2, 0, 0, 0, 1, 1, 1, 1]	[0.843, 0.049, 0.032, 0.027, 0.011, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.857, 0.071, 0.02, 0.02, 0.0, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0]	[0.828, 0.023, 0.046, 0.034, 0.023, 0.0, 0.0, 0.0, 0.011, 0.011, 0.011, 0.011]	0	0	0	0.2536585401	1	5	1	5
rally_nn	1_2	161	61	100	[115, 9, 2, 2, 1, 1, 1]	[30, 7, 2, 0, 0, 0, 0]	[85, 2, 0, 2, 1, 1, 1]	[0.878, 0.069, 0.015, 0.015, 0.008, 0.008, 0.008]	[0.769, 0.179, 0.051, 0.0, 0.0, 0.0, 0.0]	[0.924, 0.022, 0.0, 0.022, 0.011, 0.011, 0.011]	0	0	0	0.3298995135	1	5	1	5
record_nn	1_2	200	100	100	[157, 16, 10, 1, 1]	[92, 0, 0, 1, 0]	[65, 16, 10, 0, 1]	[0.849, 0.086, 0.054, 0.005, 0.005]	[0.989, 0.0, 0.0, 0.011, 0.0]	[0.707, 0.174, 0.109, 0.0, 0.011]	1	1	0	0.4113347374	1	5	1	5
relationship_nn	1_2	200	100	100	[189, 11]	[96, 4]	[93, 7]	[0.945, 0.055]	[0.96, 0.04]	[0.93, 0.07]	0	0	0	0.0562177896	1	5	1	5
risk_nn	1_2	200	100	100	[200]	[100]	[100]	[1.0]	[1.0]	[1.0]	0	0	0	0	1	5	1	5
savage_nn	1_2	200	100	100	[196, 1]	[100, 0]	[96, 1]	[0.995, 0.005]	[1.0, 0.0]	[0.99, 0.01]	0	0	0	0.0719298616	1	5	1	5
stab_nn	1_2	192	92	100	[121, 33, 21, 5, 2, 1, 1, 1, 1, 1]	[73, 13, 0, 1, 0, 1, 1, 0, 0, 0]	[48, 20, 21, 4, 2, 0, 0, 1, 1, 1]	[0.647, 0.176, 0.112, 0.027, 0.011, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.82, 0.146, 0.0, 0.011, 0.0, 0.011, 0.011, 0.0, 0.0, 0.0]	[0.49, 0.204, 0.214, 0.041, 0.02, 0.0, 0.0, 0.01, 0.01, 0.01]	1	1	0	0.4291850687	1	5	1	5
stroke_vb	1_2	200	100	100	[173, 12, 4, 2, 2, 1, 1, 1, 1]	[84, 5, 2, 2, 2, 1, 1, 1, 0]	[89, 7, 2, 0, 0, 0, 0, 0, 1]	[0.878, 0.061, 0.02, 0.01, 0.01, 0.005, 0.005, 0.005, 0.005]	[0.857, 0.051, 0.02, 0.02, 0.02, 0.01, 0.01, 0.01, 0.0]	[0.899, 0.071, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01]	0	0	0	0.2056167693	1	5	1	5
thump_nn	1_2	189	89	100	[185, 1, 1, 1, 1]	[88, 1, 0, 0, 0]	[97, 0, 1, 1, 1]	[0.979, 0.005, 0.005, 0.005, 0.005]	[0.989, 0.011, 0.0, 0.0, 0.0]	[0.97, 0.0, 0.01, 0.01, 0.01]	0	0	0	0.1438151936	1	5	1	5
tip_vb	1_2	200	100	100	[86, 44, 23, 10, 4, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[33, 37, 1, 5, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[53, 7, 22, 5, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]	[0.453, 0.232, 0.121, 0.053, 0.021, 0.021, 0.016, 0.011, 0.011, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005]	[0.351, 0.394, 0.011, 0.053, 0.043, 0.011, 0.032, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.0, 0.0, 0.0, 0.0]	[0.552, 0.073, 0.229, 0.052, 0.0, 0.031, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01]	1	1	0	0.5446143922	1	5	1	5
tree_nn	1_2	200	100	100	[199]	[99]	[100]	[1.0]	[1.0]	[1.0]	0	0	0	0	1	5	1	5
